Siruta,Localitate,V1,V2,V3,V4,V5,C1,C2,C3,C4,C5,C6,C7,C8
72980,Macesu De Jos,40264,389585,11830,1181,118942,395405,114080,40963,1563,78800,1580,78012,356162
73013,Macesu De Sus,168829,387890,12233,1182,121383,395000,117038,43382,1564,97382,1581,78493,355692
73031,Maglavit,39500,387890,12380,1183,118500,399959,119570,39525,1565,83531,1582,93346,360725
73068,Malu Mare,40364,390567,11840,1184,119242,396405,114369,41063,1566,79000,1583,78210,357062
73102,Melinesti,168929,388872,12243,1185,121683,396000,117327,43482,1567,97582,1584,78691,356592
73246,Mischii,39600,388872,12390,1186,118800,400959,119859,39625,1568,83731,1585,93544,361625
73317,Marsani,40464,391549,11850,1187,119542,397405,114658,41163,1569,79200,1586,78408,357962
73335,Motatei,169029,389854,12253,1188,121983,397000,117616,43582,1570,97782,1587,78889,357492
73371,Murgasi,39700,389854,12400,1189,119100,401959,120148,39725,1571,83931,1588,93742,362525
73460,Negoi,40564,392531,11860,1190,119842,398405,114947,41263,1572,79400,1589,78606,358862
73503,Orodel,169129,390836,12263,1191,122283,398000,117905,43682,1573,97982,1590,79087,358392
73567,Ostroveni,39800,390836,12410,1192,119400,402959,120437,39825,1574,84131,1591,93940,363425
73594,Perisor,40664,393513,11870,1193,120142,399405,115236,41363,1575,79600,1592,78804,359762
73629,Pielesti,169229,391818,12273,1194,122583,399000,118194,43782,1576,98182,1593,79285,359292
73665,Piscu Vechi,39900,391818,12420,1195,119700,403959,120726,39925,1577,84331,1594,94138,364325
73709,Plenita,40764,394495,11880,1196,120442,400405,115525,41463,1578,79800,1595,79002,360662
73736,Poiana Mare,169329,392800,12283,1197,122883,400000,118483,43882,1579,98382,1596,79483,360192
73772,Predesti,40000,392800,12430,1198,120000,404959,121015,40025,1580,84531,1597,94336,365225
73852,Radovan,40864,395477,11890,1199,120742,401405,115814,41563,1581,80000,1598,79200,361562
73905,Rast,169429,393782,12293,1200,123183,401000,118772,43982,1582,98582,1599,79681,361092
73923,Robanesti,40100,393782,12440,1201,120300,405959,121304,40125,1583,84731,1600,94534,366125
73996,Sadova,40964,396459,11900,1202,121042,402405,116103,41663,1584,80200,1601,79398,362462
74028,Salcuta,169529,394764,12303,1203,123483,402000,119061,44082,1585,98782,1602,79879,361992
74073,Scaesti,40200,394764,12450,1204,120600,406959,121593,40225,1586,84931,1603,94732,367025
74108,Seaca De Camp,41064,397441,11910,1205,121342,403405,116392,41763,1587,80400,1604,79596,363362
74135,Seaca De Padure,169629,395746,12313,1206,123783,403000,119350,44182,1588,98982,1605,80077,362892
74171,Secu,40300,395746,12460,1207,120900,407959,121882,40325,1589,85131,1606,94930,367925
74224,Silistea Crucii,41164,398423,11920,1208,121642,404405,116681,41863,1590,80600,1607,79794,364262
74242,Sopot,169729,396728,12323,1209,124083,404000,119639,44282,1591,99182,1608,80275,363792
74322,Teasc,40400,396728,12470,1210,121200,408959,122171,40425,1592,85331,1609,95128,368825
74359,Terpezita,41264,399405,11930,1211,121942,405405,116970,41963,1593,80800,1610,79992,365162
74411,Teslui,169829,397710,12333,1212,124383,405000,119928,44382,1594,99382,1611,80473,364692
74509,Tuglui,40500,397710,12480,1213,121500,409959,122460,40525,1595,85531,1612,95326,369725
74536,Unirea,41364,400387,11940,1214,122242,406405,117259,42063,1596,81000,1613,80190,366062
74554,Urzicuta,169929,398692,12343,1215,124683,406000,120217,44482,1597,99582,1614,80671,365592
74581,Valea Stanciului,40600,398692,12490,1216,121800,410959,122749,40625,1598,85731,1615,95524,370625
74616,Vela,41464,401369,11950,1217,122542,407405,117548,42163,1599,81200,1616,80388,366962
74705,Verbita,170029,399674,12353,1218,124983,407000,120506,44582,1600,99782,1617,80869,366492
74732,Vartop,40700,399674,12500,1219,122100,411959,123038,40725,1601,85931,1618,95722,371525
74750,Varvoru De Jos,41564,402351,11960,1220,122842,408405,117837,42263,1602,81400,1619,80586,367862
74842,Catane,170129,400656,12363,1221,125283,408000,120795,44682,1603,99982,1620,81067,367392
74859,Carcea,40800,400656,12510,1222,122400,412959,123327,40825,1604,86131,1621,95920,372425
74867,Carna,41664,403333,11970,1223,123142,409405,118126,42363,1605,81600,1622,80784,368762
74875,Cotofenii Din Fata,170229,401638,12373,1224,125583,409000,121084,44782,1606,100182,1623,81265,368292
74883,Dobrotesti,40900,401638,12520,1225,122700,413959,123616,40925,1607,86331,1624,96118,373325
74891,Galiciuica,41764,404315,11980,1226,123442,410405,118415,42463,1608,81800,1625,80982,369662
74907,Ghidici,170329,402620,12383,1227,125883,410000,121373,44882,1609,100382,1626,81463,369192
74915,Ghindeni,41000,402620,12530,1228,123000,414959,123905,41025,1610,86531,1627,96316,374225
74923,Intorsura,41864,405297,11990,1229,123742,411405,118704,42563,1611,82000,1628,81180,370562
74931,Plesoi,170429,403602,12393,1230,126183,411000,121662,44982,1612,100582,1629,81661,370092
74949,Rojiste,41100,403602,12540,1231,123300,415959,124194,41125,1613,86731,1630,96514,375125
74956,Talpas,41964,406279,12000,1232,124042,412405,118993,42663,1614,82200,1631,81378,371462
75098,Municipiul Galati,170529,404584,12403,1233,126483,412000,121951,45082,1615,100782,1632,81859,370992
75114,Sendreni,41200,404584,12550,1234,123600,416959,124483,41225,1616,86931,1633,96712,376025
75150,Vanatori,42064,407261,12010,1235,124342,413405,119282,42763,1617,82400,1634,81576,372362
75203,Municipiul Tecuci,170629,405566,12413,1236,126783,413000,122240,45182,1618,100982,1635,82057,371892
75221,Draganesti,41300,405566,12560,1237,123900,417959,124772,41325,1619,87131,1636,96910,376925
75258,Munteni,42164,408243,12020,1238,124642,414405,119571,42863,1620,82600,1637,81774,373262
75338,Oras Beresti,170729,406548,12423,1239,127083,414000,122529,45282,1621,101182,1638,82255,372792
75356,Beresti-Meria,41400,406548,12570,1240,124200,418959,125061,41425,1622,87331,1639,97108,377825
75472,Oras Targu Bujor,42264,409225,12030,1241,124942,415405,119860,42963,1623,82800,1640,81972,374162
75515,Barcea,170829,407530,12433,1242,127383,415000,122818,45382,1624,101382,1641,82453,373692
75542,Balabanesti,41500,407530,12580,1243,124500,419959,125350,41525,1625,87531,1642,97306,378725
75613,Balasesti,42364,410207,12040,1244,125242,416405,120149,43063,1626,83000,1643,82170,375062
75668,Baleni,170929,408512,12443,1245,127683,416000,123107,45482,1627,101582,1644,82651,374592
75686,Baneasa,41600,408512,12590,1246,124800,420959,125639,41625,1628,87731,1645,97504,379625
75711,Branistea,42464,411189,12050,1247,125542,417405,120438,43163,1629,83200,1646,82368,375962
75766,Brahasesti,171029,409494,12453,1248,127983,417000,123396,45582,1630,101782,1647,82849,375492
75819,Buciumeni,41700,409494,12600,1249,125100,421959,125928,41725,1631,87931,1648,97702,380525
75864,Cavadinesti,42564,412171,12060,1250,125842,418405,120727,43263,1632,83400,1649,82566,376862
75917,Certesti,171129,410476,12463,1251,128283,418000,123685,45682,1633,101982,1650,83047,376392
75953,Corod,41800,410476,12610,1252,125400,422959,126217,41825,1634,88131,1651,97900,381425
76004,Corni,42664,413153,12070,1253,126142,419405,121016,43363,1635,83600,1652,82764,377762
76040,Cosmesti,171229,411458,12473,1254,128583,419000,123974,45782,1636,102182,1653,83245,377292
76111,Costache Negri,41900,411458,12620,1255,125700,423959,126506,41925,1637,88331,1654,98098,382325
76139,Cuca,42764,414135,12080,1256,126442,420405,121305,43463,1638,83800,1655,82962,378662
76157,Cudalbi,171329,412440,12483,1257,128883,420000,124263,45882,1639,102382,1656,83443,378192
76175,Draguseni,42000,412440,12630,1258,126000,424959,126795,42025,1640,88531,1657,98296,383225
76255,Fartanesti,42864,415117,12090,1259,126742,421405,121594,43563,1641,84000,1658,83160,379562
76282,Foltesti,171429,413422,12493,1260,129183,421000,124552,45982,1642,102582,1659,83641,379092
76317,Frumusita,42100,413422,12640,1261,126300,425959,127084,42125,1643,88731,1660,98494,384125
76353,Fundeni,42964,416099,12100,1262,127042,422405,121883,43663,1644,84200,1661,83358,380462
76406,Ghidigeni,171529,414404,12503,1263,129483,422000,124841,46082,1645,102782,1662,83839,379992
76497,Gohor,42200,414404,12650,1264,126600,426959,127373,42225,1646,88931,1663,98692,385025
76558,Grivita,43064,417081,12110,1265,127342,423405,122172,43763,1647,84400,1664,83556,381362
76585,Independenta,171629,415386,12513,1266,129783,423000,125130,46182,1648,102982,1665,84037,380892
76601,Ivesti,42300,415386,12660,1267,126900,427959,127662,42325,1649,89131,1666,98890,385925
76638,Jorasti,43164,418063,12120,1268,127642,424405,122461,43863,1650,84600,1667,83754,382262
76674,Liesti,171729,416368,12523,1269,130083,424000,125419,46282,1651,103182,1668,84235,381792
76692,Matca,42400,416368,12670,1270,127200,428959,127951,42425,1652,89331,1669,99088,386825
76718,Mastacani,43264,419045,12130,1271,127942,425405,122750,43963,1653,84800,1670,83952,383162
76745,Movileni,171829,417350,12533,1272,130383,425000,125708,46382,1654,103382,1671,84433,382692
76763,Namoloasa,42500,417350,12680,1273,127500,429959,128240,42525,1655,89531,1672,99286,387725
76807,Nicoresti,43364,420027,12140,1274,128242,426405,123039,44063,1656,85000,1673,84150,384062
76932,Oancea,171929,418332,12543,1275,130683,426000,125997,46482,1657,103582,1674,84631,383592
76969,Pechea,42600,418332,12690,1276,127800,430959,128529,42625,1658,89731,1675,99484,388625
76996,Piscu,43464,421009,12150,1277,128542,427405,123328,44163,1659,85200,1676,84348,384962
77028,Priponesti,172029,419314,12553,1278,130983,427000,126286,46582,1660,103782,1677,84829,384492
77082,Rediu,42700,419314,12700,1279,128100,431959,128818,42725,1661,89931,1678,99682,389525
77126,Scanteiesti,43564,421991,12160,1280,128842,428405,123617,44263,1662,85400,1679,84546,385862
77153,Schela,172129,420296,12563,1281,131283,428000,126575,46682,1663,103982,1680,85027,385392
77180,Slobozia Conachi,42800,420296,12710,1282,128400,432959,129107,42825,1664,90131,1681,99880,390425
77224,Smardan,43664,422973,12170,1283,129142,429405,123906,44363,1665,85600,1682,84744,386762
77260,Smulti,172229,421278,12573,1284,131583,429000,126864,46782,1666,104182,1683,85225,386292
77288,Suceveni,42900,421278,12720,1285,128700,433959,129396,42925,1667,90331,1684,100078,391325
77313,Tudor Vladimirescu,43764,423955,12180,1286,129442,430405,124195,44463,1668,85800,1685,84942,387662
77331,Tulucesti,172329,422260,12583,1287,131883,430000,127153,46882,1669,104382,1686,85423,387192
77377,Tepu,43000,422260,12730,1288,129000,434959,129685,43025,1670,90531,1687,100276,392225
77402,Umbraresti,43864,424937,12190,1289,129742,431405,124484,44563,1671,86000,1688,85140,388562
77475,Valea Marului,172429,423242,12593,1290,132183,431000,127442,46982,1672,104582,1689,85621,388092
77509,Varlezi,43100,423242,12740,1291,129300,435959,129974,43125,1673,90731,1690,100474,393125
77536,Vladesti,43964,425919,12200,1292,130042,432405,124773,44663,1674,86200,1691,85338,389462
77561,Radesti,172529,424224,12603,1293,132483,432000,127731,47082,1675,104782,1692,85819,388992
77579,Negrilesti,43200,424224,12750,1294,129600,436959,130263,43225,1676,90931,1693,100672,394025
77587,Poiana,44064,426901,12210,1295,130342,433405,125062,44763,1677,86400,1694,85536,390362
77595,Cuza Voda,172629,425206,12613,1296,132783,433000,128020,47182,1678,104982,1695,86017,389892
77601,Suhurlui,43300,425206,12760,1297,129900,437959,130552,43325,1679,91131,1696,100870,394925
77812,Municipiul Targu Jiu,44164,427883,12220,1298,130642,434405,125351,44863,1680,86600,1697,85734,391262
77910,Balesti,172729,426188,12623,1299,133083,434000,128309,47282,1681,105182,1698,86215,390792
78016,Dragutesti,43400,426188,12770,1300,130200,438959,130841,43425,1682,91331,1699,101068,395825
78089,Turcinesti,44264,428865,12230,1301,130942,435405,125640,44963,1683,86800,1700,85932,392162
78141,Municipiul Motru,172829,427170,12633,1302,133383,435000,128598,47382,1684,105382,1701,86413,391692
78258,Oras Novaci,43500,427170,12780,1303,130500,439959,131130,43525,1685,91531,1702,101266,396725
78329,Oras Targu Carbunesti,44364,429847,12240,1304,131242,436405,125929,45063,1686,87000,1703,86130,393062
78454,Oras Ticleni,172929,428152,12643,1305,133683,436000,128887,47482,1687,105582,1704,86611,392592
78472,Albeni,43600,428152,12790,1306,130800,440959,131419,43625,1688,91731,1705,101464,397625
78542,Alimpesti,44464,430829,12250,1307,131542,437405,126218,45163,1689,87200,1706,86328,393962
78604,Aninoasa,173029,429134,12653,1308,133983,437000,129176,47582,1690,105782,1707,86809,393492
78668,Arcani,43700,429134,12800,1309,131100,441959,131708,43725,1691,91931,1708,101662,398525
78711,Baia De Fier,44564,431811,12260,1310,131842,438405,126507,45263,1692,87400,1709,86526,394862
78748,Balanesti,173129,430116,12663,1311,134283,438000,129465,47682,1693,105982,1710,87007,394392
78828,Barbatesti,43800,430116,12810,1312,131400,442959,131997,43825,1694,92131,1711,101860,399425
78873,Bengesti-Ciocadia,44664,432793,12270,1313,132142,439405,126796,45363,1695,87600,1712,86724,395762
78926,Berlesti,173229,431098,12673,1314,134583,439000,129754,47782,1696,106182,1713,87205,395292
79004,Balteni,43900,431098,12820,1315,131700,443959,132286,43925,1697,92331,1714,102058,400325
79077,Bolbosi,44764,433775,12280,1316,132442,440405,127085,45463,1698,87800,1715,86922,396662
79157,Borascu,173329,432080,12683,1317,134883,440000,130043,47882,1699,106382,1716,87403,396192
79237,Branesti,44000,432080,12830,1318,132000,444959,132575,44025,1700,92531,1717,102256,401225
79308,Oras Bumbesti-Jiu,44864,434757,12290,1319,132742,441405,127374,45563,1701,88000,1718,87120,397562
79362,Bumbesti-Pitic,173429,433062,12693,1320,135183,441000,130332,47982,1702,106582,1719,87601,397092
79406,Bustuchin,44100,433062,12840,1321,132300,445959,132864,44125,1703,92731,1720,102454,402125
79497,Capreni,44964,435739,12300,1322,133042,442405,127663,45663,1704,88200,1721,87318,398462
79585,Catunele,173529,434044,12703,1323,135483,442000,130621,48082,1705,106782,1722,87799,397992
79656,Ciuperceni,44200,434044,12850,1324,132600,446959,133153,44225,1706,92931,1723,102652,403025
79736,Calnic,45064,436721,12310,1325,133342,443405,127952,45763,1707,88400,1724,87516,399362
79834,Crasna,173629,435026,12713,1326,135783,443000,130910,48182,1708,106982,1725,87997,398892
79932,Cruset,44300,435026,12860,1327,132900,447959,133442,44325,1709,93131,1726,102850,403925
80043,Danciulesti,45164,437703,12320,1328,133642,444405,128241,45863,1710,88600,1727,87714,400262
80123,Danesti,173729,436008,12723,1329,136083,444000,131199,48282,1711,107182,1728,88195,399792
80249,Dragotesti,44400,436008,12870,1330,133200,448959,133731,44425,1712,93331,1729,103048,404825
80285,Farcasesti,45264,438685,12330,1331,133942,445405,128530,45963,1713,88800,1730,87912,401162
80365,Glogova,173829,436990,12733,1332,136383,445000,131488,48382,1714,107382,1731,88393,400692
80427,Godinesti,44500,436990,12880,1333,133500,449959,134020,44525,1715,93531,1732,103246,405725
80506,Hurezani,45364,439667,12340,1334,134242,446405,128819,46063,1716,89000,1733,88110,402062
80560,Ionesti,173929,437972,12743,1335,136683,446000,131777,48482,1717,107582,1734,88591,401592
80613,Jupanesti,44600,437972,12890,1336,133800,450959,134309,44625,1718,93731,1735,103444,406625
80677,Lelesti,45464,440649,12350,1337,134542,447405,129108,46163,1719,89200,1736,88308,402962
80711,Licurici,174029,438954,12753,1338,136983,447000,132066,48582,1720,107782,1737,88789,402492
80766,Logresti,44700,438954,12900,1339,134100,451959,134598,44725,1721,93931,1738,103642,407525
80846,Matasari,45564,441631,12360,1340,134842,448405,129397,46263,1722,89400,1739,88506,403862
80908,Musetesti,174129,439936,12763,1341,137283,448000,132355,48682,1723,107982,1740,88987,403392
80980,Negomir,44800,439936,12910,1342,134400,452959,134887,44825,1724,94131,1741,103840,408425
81095,Pades,45664,442613,12370,1343,135142,449405,129686,46363,1725,89600,1742,88704,404762
81184,Pestisani,174229,440918,12773,1344,137583,449000,132644,48782,1726,108182,1743,89185,404292
81264,Plopsoru,44900,440918,12920,1345,134700,453959,135176,44925,1727,94331,1744,104038,409325
81380,Polovragi,45764,443595,12380,1346,135442,450405,129975,46463,1728,89800,1745,88902,405662
81415,Prigoria,174329,441900,12783,1347,137883,450000,132933,48882,1729,108382,1746,89383,405192
81497,Rosia De Amaradia,45000,441900,12930,1348,135000,454959,135465,45025,1730,94531,1747,104236,410225
81576,Runcu,45864,444577,12390,1349,135742,451405,130264,46563,1731,90000,1748,89100,406562
81656,Samarinesti,174429,442882,12793,1350,138183,451000,133222,48982,1732,108582,1749,89581,406092
81754,Sacelu,45100,442882,12940,1351,135300,455959,135754,45125,1733,94731,1750,104434,411125
81816,Saulesti,45964,445559,12400,1352,136042,452405,130553,46663,1734,90200,1751,89298,407462
81861,Scoarta,174529,443864,12803,1353,138483,452000,133511,49082,1735,108782,1752,89779,406992
81987,Schela,45200,443864,12950,1354,135600,456959,136043,45225,1736,94931,1753,104632,412025
82047,Slivilesti,46064,446541,12410,1355,136342,453405,130842,46763,1737,90400,1754,89496,408362
82136,Stanesti,174629,444846,12813,1356,138783,453000,133800,49182,1738,108982,1755,89977,407892
82243,Stejari,45300,444846,12960,1357,135900,457959,136332,45325,1739,95131,1756,104830,412925
82314,Stoina,46164,447523,12420,1358,136642,454405,131131,46863,1740,90600,1757,89694,409262
82396,Telesti,174729,445828,12823,1359,139083,454000,134089,49282,1741,109182,1758,90175,408792
82430,Oras Tismana,45400,445828,12970,1360,136200,458959,136621,45425,1742,95331,1759,105028,413825
82555,Turburea,46264,448505,12430,1361,136942,455405,131420,46963,1743,90800,1760,89892,410162
82617,Oras Turceni,174829,446810,12833,1362,139383,455000,134378,49382,1744,109382,1761,90373,409692
